127.0.0.1 - - [25/Jun/2016:11:39:46 +0800] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:57:58 +0800] "GET /SalonManagement/css/mystyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:57:58 +0800] "GET /SalonManagement/js/jquery-2.1.1.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:57:58 +0800] "GET /SalonManagement/css/bartstable.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:57:58 +0800] "GET /SalonManagement/js/jquery.dataTables.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:57:58 +0800] "GET /SalonManagement/js/bartstable.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:57:58 +0800] "GET /SalonManagement/css/material.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:57:58 +0800] "GET /SalonManagement/css/mtnc-catalogue.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:57:58 +0800] "GET /SalonManagement/js/angular.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:57:58 +0800] "GET /SalonManagement/js/materialize.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:57:58 +0800] "GET /SalonManagement/js/maintenance-emp.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:57:58 +0800] "GET /SalonManagement/img/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:58:41 +0800] "GET /SalonManagement/css/materialize.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:58:41 +0800] "GET /SalonManagement/css/mystyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:58:41 +0800] "GET /SalonManagement/css/material.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:58:41 +0800] "GET /SalonManagement/css/bartstable.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:58:41 +0800] "GET /SalonManagement/css/mtnc-catalogue.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:58:41 +0800] "GET /SalonManagement/transactions-walkin.jsp HTTP/1.1" 200 23770
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:58:41 +0800] "GET /SalonManagement/css/materialize.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:58:41 +0800] "GET /SalonManagement/js/jquery-2.1.1.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:58:41 +0800] "GET /SalonManagement/js/materialize.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:58:41 +0800] "GET /SalonManagement/js/maintenance-emp.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:58:41 +0800] "GET /SalonManagement/js/angular.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:58:41 +0800] "GET /SalonManagement/js/jquery.dataTables.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:58:41 +0800] "GET /SalonManagement/js/bartstable.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:58:41 +0800] "GET /SalonManagement/img/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:59:08 +0800] "GET /SalonManagement/transactions-walkin.jsp HTTP/1.1" 200 23691
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:59:08 +0800] "GET /SalonManagement/css/materialize.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:59:08 +0800] "GET /SalonManagement/css/mystyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:59:08 +0800] "GET /SalonManagement/css/mtnc-catalogue.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:59:08 +0800] "GET /SalonManagement/css/bartstable.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:59:08 +0800] "GET /SalonManagement/js/jquery-2.1.1.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:59:08 +0800] "GET /SalonManagement/js/materialize.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:59:08 +0800] "GET /SalonManagement/css/material.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:59:08 +0800] "GET /SalonManagement/css/materialize.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:59:08 +0800] "GET /SalonManagement/js/maintenance-emp.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:59:08 +0800] "GET /SalonManagement/js/angular.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:59:08 +0800] "GET /SalonManagement/js/jquery.dataTables.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:59:08 +0800] "GET /SalonManagement/js/bartstable.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:59:08 +0800] "GET /SalonManagement/img/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:59:35 +0800] "GET /SalonManagement/transactions-walkin.jsp HTTP/1.1" 200 23693
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:59:35 +0800] "GET /SalonManagement/css/materialize.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:59:35 +0800] "GET /SalonManagement/css/materialize.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:59:35 +0800] "GET /SalonManagement/css/mystyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:59:35 +0800] "GET /SalonManagement/js/jquery-2.1.1.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:59:35 +0800] "GET /SalonManagement/css/bartstable.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:59:35 +0800] "GET /SalonManagement/css/material.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:59:35 +0800] "GET /SalonManagement/css/mtnc-catalogue.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:59:35 +0800] "GET /SalonManagement/js/materialize.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:59:35 +0800] "GET /SalonManagement/js/maintenance-emp.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:59:35 +0800] "GET /SalonManagement/js/angular.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:59:35 +0800] "GET /SalonManagement/js/jquery.dataTables.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:59:35 +0800] "GET /SalonManagement/js/bartstable.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:13:59:35 +0800] "GET /SalonManagement/img/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:09:54 +0800] "GET /SalonManagement/transactions-walkin.jsp HTTP/1.1" 200 27261
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:09:54 +0800] "GET /SalonManagement/css/materialize.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:09:54 +0800] "GET /SalonManagement/css/mystyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:09:54 +0800] "GET /SalonManagement/css/materialize.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:09:54 +0800] "GET /SalonManagement/css/mtnc-catalogue.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:09:54 +0800] "GET /SalonManagement/js/maintenance-emp.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:09:54 +0800] "GET /SalonManagement/js/materialize.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:09:54 +0800] "GET /SalonManagement/js/jquery-2.1.1.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:09:54 +0800] "GET /SalonManagement/css/material.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:09:54 +0800] "GET /SalonManagement/css/bartstable.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:09:54 +0800] "GET /SalonManagement/js/angular.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:09:54 +0800] "GET /SalonManagement/img/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:09:54 +0800] "GET /SalonManagement/js/bartstable.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:09:54 +0800] "GET /SalonManagement/js/jquery.dataTables.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:10:44 +0800] "GET /SalonManagement/transactions-walkin.jsp HTTP/1.1" 200 27261
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:10:44 +0800] "GET /SalonManagement/css/materialize.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:10:44 +0800] "GET /SalonManagement/css/materialize.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:10:44 +0800] "GET /SalonManagement/css/mtnc-catalogue.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:10:44 +0800] "GET /SalonManagement/js/maintenance-emp.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:10:44 +0800] "GET /SalonManagement/js/jquery.dataTables.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:10:44 +0800] "GET /SalonManagement/css/mystyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:10:44 +0800] "GET /SalonManagement/js/bartstable.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:10:44 +0800] "GET /SalonManagement/js/angular.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:10:44 +0800] "GET /SalonManagement/js/materialize.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:10:44 +0800] "GET /SalonManagement/js/jquery-2.1.1.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:10:44 +0800] "GET /SalonManagement/css/material.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:10:44 +0800] "GET /SalonManagement/css/bartstable.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:10:44 +0800] "GET /SalonManagement/img/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:11:04 +0800] "GET /SalonManagement/transactions-walkin.jsp HTTP/1.1" 200 26635
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:11:04 +0800] "GET /SalonManagement/css/materialize.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:11:04 +0800] "GET /SalonManagement/css/materialize.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:11:04 +0800] "GET /SalonManagement/css/mystyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:11:04 +0800] "GET /SalonManagement/css/mtnc-catalogue.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:11:04 +0800] "GET /SalonManagement/css/bartstable.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:11:04 +0800] "GET /SalonManagement/css/material.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:11:04 +0800] "GET /SalonManagement/js/jquery-2.1.1.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:11:04 +0800] "GET /SalonManagement/js/materialize.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:11:04 +0800] "GET /SalonManagement/js/maintenance-emp.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:11:04 +0800] "GET /SalonManagement/js/angular.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:11:04 +0800] "GET /SalonManagement/js/jquery.dataTables.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:11:04 +0800] "GET /SalonManagement/js/bartstable.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:11:04 +0800] "GET /SalonManagement/img/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:12:24 +0800] "GET /SalonManagement/transactions-walkin.jsp HTTP/1.1" 200 26482
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:12:24 +0800] "GET /SalonManagement/css/materialize.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:12:24 +0800] "GET /SalonManagement/css/mystyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:12:24 +0800] "GET /SalonManagement/css/materialize.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:12:24 +0800] "GET /SalonManagement/js/jquery-2.1.1.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:12:24 +0800] "GET /SalonManagement/css/material.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:12:24 +0800] "GET /SalonManagement/js/materialize.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:12:24 +0800] "GET /SalonManagement/js/maintenance-emp.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:12:24 +0800] "GET /SalonManagement/css/bartstable.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:12:24 +0800] "GET /SalonManagement/css/mtnc-catalogue.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:12:24 +0800] "GET /SalonManagement/js/jquery.dataTables.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:12:24 +0800] "GET /SalonManagement/js/angular.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:12:24 +0800] "GET /SalonManagement/js/bartstable.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:12:24 +0800] "GET /SalonManagement/img/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:13:16 +0800] "GET /SalonManagement/transactions-walkin.jsp HTTP/1.1" 200 26457
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:13:16 +0800] "GET /SalonManagement/css/materialize.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:13:16 +0800] "GET /SalonManagement/css/materialize.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:13:16 +0800] "GET /SalonManagement/css/mystyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:13:16 +0800] "GET /SalonManagement/css/mtnc-catalogue.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:13:16 +0800] "GET /SalonManagement/css/bartstable.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:13:16 +0800] "GET /SalonManagement/css/material.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:13:16 +0800] "GET /SalonManagement/js/jquery-2.1.1.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:13:16 +0800] "GET /SalonManagement/js/materialize.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:13:16 +0800] "GET /SalonManagement/js/maintenance-emp.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:13:16 +0800] "GET /SalonManagement/js/angular.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:13:16 +0800] "GET /SalonManagement/js/jquery.dataTables.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:13:16 +0800] "GET /SalonManagement/js/bartstable.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:13:16 +0800] "GET /SalonManagement/img/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:14:03 +0800] "GET /SalonManagement/transactions-walkin.jsp HTTP/1.1" 200 26463
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:14:03 +0800] "GET /SalonManagement/css/materialize.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:14:03 +0800] "GET /SalonManagement/css/materialize.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:14:03 +0800] "GET /SalonManagement/css/mystyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:14:03 +0800] "GET /SalonManagement/css/mtnc-catalogue.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:14:03 +0800] "GET /SalonManagement/css/bartstable.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:14:03 +0800] "GET /SalonManagement/js/jquery.dataTables.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:14:03 +0800] "GET /SalonManagement/js/bartstable.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:14:03 +0800] "GET /SalonManagement/css/material.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:14:03 +0800] "GET /SalonManagement/js/jquery-2.1.1.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:14:03 +0800] "GET /SalonManagement/js/materialize.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:14:03 +0800] "GET /SalonManagement/js/maintenance-emp.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:14:03 +0800] "GET /SalonManagement/js/angular.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:14:03 +0800] "GET /SalonManagement/img/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:14:37 +0800] "GET /SalonManagement/transactions-walkin.jsp HTTP/1.1" 200 26463
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:14:37 +0800] "GET /SalonManagement/css/materialize.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:14:37 +0800] "GET /SalonManagement/css/mystyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:14:37 +0800] "GET /SalonManagement/css/materialize.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:14:37 +0800] "GET /SalonManagement/css/material.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:14:37 +0800] "GET /SalonManagement/js/materialize.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:14:37 +0800] "GET /SalonManagement/css/mtnc-catalogue.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:14:37 +0800] "GET /SalonManagement/css/bartstable.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:14:37 +0800] "GET /SalonManagement/js/jquery-2.1.1.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:14:37 +0800] "GET /SalonManagement/js/maintenance-emp.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:14:37 +0800] "GET /SalonManagement/js/angular.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:14:37 +0800] "GET /SalonManagement/js/jquery.dataTables.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:14:37 +0800] "GET /SalonManagement/js/bartstable.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:14:37 +0800] "GET /SalonManagement/img/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:15:43 +0800] "GET /SalonManagement/transactions-walkin.jsp HTTP/1.1" 200 26387
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:15:43 +0800] "GET /SalonManagement/css/materialize.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:15:43 +0800] "GET /SalonManagement/css/materialize.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:15:43 +0800] "GET /SalonManagement/css/mystyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:15:43 +0800] "GET /SalonManagement/css/mtnc-catalogue.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:15:43 +0800] "GET /SalonManagement/css/bartstable.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:15:43 +0800] "GET /SalonManagement/css/material.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:15:43 +0800] "GET /SalonManagement/js/jquery-2.1.1.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:15:43 +0800] "GET /SalonManagement/js/materialize.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:15:43 +0800] "GET /SalonManagement/js/angular.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:15:43 +0800] "GET /SalonManagement/js/jquery.dataTables.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:15:43 +0800] "GET /SalonManagement/js/maintenance-emp.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:15:43 +0800] "GET /SalonManagement/js/bartstable.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:15:43 +0800] "GET /SalonManagement/img/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:16:16 +0800] "GET /SalonManagement/transactions-reservation.jsp HTTP/1.1" 200 64580
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:16:21 +0800] "GET /SalonManagement/calendar-view.jsp HTTP/1.1" 200 3635
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:16:21 +0800] "GET /SalonManagement/css/datatables.min.css HTTP/1.1" 404 1027
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:16:21 +0800] "GET /SalonManagement/css/datatables.material.min.css HTTP/1.1" 404 1045
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:16:21 +0800] "GET /SalonManagement/css/fullcalendar.css HTTP/1.1" 200 26662
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:16:21 +0800] "GET /SalonManagement/css/trans-reservation.css HTTP/1.1" 200 2367
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:16:21 +0800] "GET /SalonManagement/css/fullcalendar.print.css HTTP/1.1" 200 5753
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:16:21 +0800] "GET /SalonManagement/js/moment.min.js HTTP/1.1" 200 39842
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:16:21 +0800] "GET /SalonManagement/js/fullcalendar.min.js HTTP/1.1" 200 107476
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:16:22 +0800] "GET /SalonManagement/js/jquery.min.js HTTP/1.1" 200 84384
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:55:22 +0800] "GET /SalonManagement/transactions-reservation.jsp HTTP/1.1" 200 62200
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:55:22 +0800] "GET /SalonManagement/css/materialize.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:55:22 +0800] "GET /SalonManagement/css/mystyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:55:22 +0800] "GET /SalonManagement/css/mtnc-catalogue.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:55:22 +0800] "GET /SalonManagement/css/bartstable.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:55:24 +0800] "GET /SalonManagement/css/material.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:55:24 +0800] "GET /SalonManagement/js/jquery-2.1.1.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:55:24 +0800] "GET /SalonManagement/js/materialize.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:55:25 +0800] "GET /SalonManagement/js/maintenance-emp.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:55:25 +0800] "GET /SalonManagement/js/angular.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:55:25 +0800] "GET /SalonManagement/js/jquery.dataTables.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:55:25 +0800] "GET /SalonManagement/js/bartstable.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:55:25 +0800] "GET /SalonManagement/img/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:57:03 +0800] "GET /SalonManagement/transactions-productorder.jsp HTTP/1.1" 200 21808
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:57:04 +0800] "GET /SalonManagement/css/materialize.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:57:19 +0800] "GET /SalonManagement/transactions-walkin.jsp HTTP/1.1" 200 26387
0:0:0:0:0:0:0:1 - - [25/Jun/2016:14:57:52 +0800] "GET /SalonManagement/transactions-inventory.jsp HTTP/1.1" 200 17038
